filename,label,ground_truth,predicted_text,cer,wer,lev,acc,time
028_dau-an-happi-koki_F_crop_0.jpg,brand,happi Koki,happi Koki,0.0,0.0,0,1,0.049
028_dau-an-happi-koki_F_crop_2.jpg,weight,1 lít,1lít,0.2,1.0,1,0,0.042
031_dau-an-cai-lan_F_crop_1.jpg,name,DẦU THỰC VẬT HẢO HẠNG,DẨU THỰC VẬTHẢOI HẠNG |,0.14285714285714285,0.6,3,0,0.049
032_dau-an-cai-lan_B_crop_2.jpg,date,24 tháng trước hạn sử dụng (HSD).,24 tháng trước hạn sử dụng (HSD) .,0.03225806451612903,0.2857142857142857,1,0,0.047
033_dau-an-bep-hong_F_crop_0.jpg,brand,Bếp Hồng,Iodysông,0.75,1.0,6,0,0.05
033_dau-an-bep-hong_F_crop_1.jpg,name,Dầu thực vật tinh luyện,1 1 vật Dầu thực,0.6956521739130435,0.8,16,0,0.069
033_dau-an-bep-hong_F_crop_2.jpg,weight,1 Lít,1Lí,0.4,1.0,2,0,0.042
034_dau-an-orchid_F_crop_0.jpg,brand,orchid,@G@hiq,0.6666666666666666,1.0,4,0,0.044
036_dau-an-good-meall_F_crop_0.jpg,brand,Good Meall,Gg8u,0.9,1.0,9,0,0.049
037_dau-dau-nanh-simply_F_crop_0.jpg,brand,Simply,TM Simply,0.5,1.0,3,0,0.051
038_dau-dau-nanh-simply_B_crop_0.jpg,weight,1 lít,1 lít,0.0,0.0,0,1,0.042
039_dau-dau-nanh-truong-an_F_crop_0.jpg,date,101224,,1.0,1.0,6,0,0.033
039_dau-dau-nanh-truong-an_F_crop_1.jpg,date,101226,,1.0,1.0,6,0,0.033
039_dau-dau-nanh-truong-an_F_crop_2.jpg,brand,Tường An,Towờngfh,0.625,1.0,5,0,0.044
039_dau-dau-nanh-truong-an_F_crop_3.jpg,name,DẦU ĐẬU NÀNH,DẨU ĐÂU NANH,0.25,1.0,3,0,0.057
040_dau-dau-nanh-truong-an_B_crop_2.jpg,weight,1 lít,1 lít,0.0,0.0,0,1,0.042
041_bo-dau-phong_F_crop_1.jpg,name,BƠ ĐẬU PHỘNG,B0 pẬu PHộN],0.25,1.0,3,0,0.05
043_bo-thuc-vat_F_crop_1.jpg,name,BƠ THỰC VẬT,BƠ THỰC VẬT,0.0,0.0,0,1,0.044
045_nui-trung_F_crop_1.jpg,brand,erici,J <U €,1.0,2.0,5,0,0.05
046_nui-trung_B_crop_2.jpg,weight,400 g,1400 g,0.2,0.5,1,0,0.042
047_nui-bon-mua_F_crop_1.jpg,weight,200 g,2000,0.4,1.0,2,0,0.042
050_nui-ong-dai_F_crop_0.jpg,brand,Bà Bảy,0eẵy,0.8333333333333334,1.0,5,0,0.05
050_nui-ong-dai_F_crop_1.jpg,name,Nui ống dài,1uug Ông dài,0.36363636363636365,0.6666666666666666,4,0,0.055
051_mi-trung-cao-cap_F_crop_0.jpg,name,Mì Trứng Cao Cấp,Mn Trúng Gas Cãp,0.3125,1.0,5,0,0.053
051_nui-gao-lotus_F_crop_0.jpg,brand,Lotus,'EALTH Lous,1.4,2.0,7,0,0.076
052_nui-chu-c_F_crop_1.jpg,name,Nui Chữ C,APi qQảữ,0.7777777777777778,1.0,7,0,0.064
054_tuong-ot-knorr_B_crop_3.jpg,name,TƯƠNG ỚT TRÒN 5 VỊ!,TUƠNG ỚT TRÒN 5 VỊ,0.10526315789473684,0.4,2,0,0.052
054_tuong-ot-knorr_B_crop_4.jpg,weight,220g,2209,0.25,1.0,1,0,0.041
055_tuong-ca-nam-duong_F_crop_0.jpg,brand,Namduong,2 8,1.0,2.0,8,0,0.058
055_tuong-ca-nam-duong_F_crop_1.jpg,date,081125,1,0.8333333333333334,1.0,5,0,0.051
055_tuong-ca-nam-duong_F_crop_2.jpg,brand,NamDương,NamDuong,0.25,1.0,2,0,0.044
057_tuong-ot-xanh_F_crop_1.jpg,name,Ớt Xanh Tương,ÓtR,0.9230769230769231,1.0,12,0,0.051
058_tuong-ot-xanh_B_crop_0.jpg,brand,Ông Chà Và,0 @o,0.9,1.0,9,0,0.056
058_tuong-ot-xanh_B_crop_1.jpg,weight,220 g,1220 9,0.4,1.0,2,0,0.05
060_tuong-ot-ong-cha-va_B_crop_0.jpg,weight,280 g,280 9,0.2,0.5,1,0,0.05
060_tuong-ot-ong-cha-va_B_crop_1.jpg,date,12 tháng trước HSD,# ị 2,0.9444444444444444,1.0,17,0,0.071
061_tuong-ot-sieu-cay_F_crop_2.jpg,weight,530g,1530 9,0.75,2.0,3,0,0.049
062_tuong-ot-sieu-cay_B_crop_0.jpg,date,03/12/24,,1.0,1.0,6,0,0.051
062_tuong-ot-sieu-cay_B_crop_1.jpg,date,03/12/25,,1.0,1.0,6,0,0.051
062_tuong-ot-sieu-cay_B_crop_2.jpg,brand,TAI LOC FOODS,'FOODS ) TAI LOC,1.0,0.6666666666666666,13,0,0.056
063_tuong-ot-sieu-cay_F_crop_0.jpg,brand,TAILOCFOODS,TL@GG@@DS,0.6363636363636364,1.0,7,0,0.049
063_tuong-ot-sieu-cay_F_crop_2.jpg,weight,530 g,1530 0,0.4,1.0,2,0,0.049
064_tuong-ot-dellycook_F_crop_0.jpg,brand,Dellycook,Dellycoso],0.2222222222222222,1.0,2,0,0.043
064_tuong-ot-dellycook_F_crop_1.jpg,name,Tương Ớt CHILI SAUCE ,ChILI (Tio6 SAUCE Ot Tây Nín,1.1,1.5,22,0,0.072
068_tuong-den-pho_B_crop_0.jpg,brand,Cholimex FOODS,@holimexs Foods,0.14285714285714285,0.5,2,0,0.05
068_tuong-den-pho_B_crop_1.jpg,name,Tương Đen Phở,Jitong %en Phẻ,0.46153846153846156,1.0,6,0,0.051
068_tuong-den-pho_B_crop_2.jpg,date,19 09 24,19  09: 2 4,0.125,0.6666666666666666,1,0,0.048
068_tuong-den-pho_B_crop_3.jpg,date,19 09 25,19 09 25,0.0,0.0,0,1,0.054
068_tuong-den-pho_B_crop_5.jpg,brand,Cholimex,,1.0,1.0,8,0,0.032
069_tuong-ot-chua-ngot_F_crop_2.jpg,brand,Cholimex FOODS,@holimex FOODS,0.07142857142857142,0.5,1,0,0.051
071_tuong-ot-chin-su_F_crop_0.jpg,name,Tương ớt,Tương ớt,0.0,0.0,0,1,0.044
073_xot-uop-thit-nuong_F_crop_0.jpg,brand,Cholimex FOODS,Oholimex Foods,0.07142857142857142,0.5,1,0,0.051
073_xot-uop-thit-nuong_F_crop_1.jpg,name,XỐT ƯỚP THỊT NƯỚNG,Fooos XỐT UỚP THIT NUÓNG,0.5555555555555556,1.0,10,0,0.06
073_xot-uop-thit-nuong_F_crop_2.jpg,weight,70 g,70 9,0.25,0.5,1,0,0.048
074_xot-uop-thit-nuong_B_crop_2.jpg,date,12/12/24,12/12/24,0.0,0.0,0,1,0.043
074_xot-uop-thit-nuong_B_crop_3.jpg,date,12/12/25,12/12725,0.16666666666666666,1.0,1,0,0.044
075_xot-ga-chien-nuoc-mam_F_crop_1.jpg,weight,70 g,70 9,0.25,0.5,1,0,0.044
075_xot-ga-chien-nuoc-mam_F_crop_2.jpg,name,GÀ CHIÊN NƯỚC MẮM,GÀ CHIEN NUOC MÁM,0.23529411764705882,0.75,4,0,0.061
077_xot-ga-chien-nuoc-mam_F_crop_0.jpg,brand,Barona,Barona,0.0,0.0,0,1,0.044
077_xot-ga-chien-nuoc-mam_F_crop_1.jpg,name,- Xốt Gia Vị Hoàn Chỉnh - GÀ CHIÊN NƯỚC MẮM,Xốt Gia Vị Hơàn Chỉnh GÀ CHIÊN NƯỚC MẮM,0.05,0.1111111111111111,2,0,0.065
078_xot-ga-chien-nuoc-mam_B_crop_0.jpg,name,Xốt Gia Vị Hoàn Chỉnh GÀ CHIÊN NƯỚC MẮM,Xot Gia Vị Hoàn Chinh GÀ CHIÊN NUỚC MẮM,0.07692307692307693,0.3333333333333333,3,0,0.071
078_xot-ga-chien-nuoc-mam_B_crop_2.jpg,date,17.10.24,17.10 .24,0.125,2.0,1,0,0.043
078_xot-ga-chien-nuoc-mam_B_crop_3.jpg,date,17.10.25,17.10.25,0.0,0.0,0,1,0.046
081_sot-spaghetti_F_crop_2.jpg,brand,ofood,bfotd,0.4,1.0,2,0,0.042
081_sot-spaghetti_F_crop_3.jpg,weight,120 g,120 9,0.2,0.5,1,0,0.049
082_hu-tieu-bo-kho_F_crop_1.jpg,name,Hủ Tiếu Bò Kho,"H, Tiếu 2ò Kho",0.14285714285714285,0.5,2,0,0.06
084_chao-thit-bam_F_crop_1.jpg,name,Cháo Thịt Bằm,Cháo Thịt Bằm,0.0,0.0,0,1,0.043
084_chao-thit-bam_F_crop_2.jpg,weight,70,70,0.0,0.0,0,1,0.042
085_bot-suong-sao-den_F_crop_1.jpg,brand,Vinathạch,Kinahac,0.4444444444444444,1.0,4,0,0.043
086_snack-tom-vi-muoi-ot-xanh_F_crop_1.jpg,name,Snack Tôm Vị Muối Ớt Xanh,{n@ckIôm VilMuốiléu)Xanb),0.44,1.0,11,0,0.054
087_tao-ninh-thuan_F_crop_0.jpg,name,TAO NINH THUAN,TAO NINH THUaN,0.0,0.0,0,1,0.044
087_tao-ninh-thuan_F_crop_1.jpg,weight,0.792 kg,"0.?92k,",0.375,1.0,3,0,0.044
087_tao-ninh-thuan_F_crop_2.jpg,date,6.1.2025,6.1.2025,0.0,0.0,0,1,0.043
088_tao-gala-mini-phap_F_crop_0.jpg,name,TAO GALA MINI PHAP,TAO GALA MINI PHAP,0.0,0.0,0,1,0.053
088_tao-gala-mini-phap_F_crop_1.jpg,weight,0.476kg,0.476ks,0.14285714285714285,1.0,1,0,0.043
089_sapoche_F_crop_1.jpg,date,06-01-2025,06 -01- ?025,0.375,3.0,3,0,0.045
089_sapoche_F_crop_2.jpg,date,05 NGÀY KỂ TỪ NGÀY SẢN XUẤT,05 NGAY KỂ IỪ NGAY 84N XUÁT,0.2222222222222222,0.7142857142857143,6,0,0.049
089_sapoche_F_crop_3.jpg,weight,500g,500g,0.0,0.0,0,1,0.043
090_man-an-phuoc_F_crop_1.jpg,weight,0.554 kg,0.554k4,0.25,1.0,2,0,0.043
090_man-an-phuoc_F_crop_2.jpg,date,7.1.2025,7.1.2025,0.0,0.0,0,1,0.043
091_oi-nu-hoang_F_crop_2.jpg,date,7.1.2025,7.12025,0.125,1.0,1,0,0.042
092_trung-ga-tuoi_F_crop_0.jpg,weight,550g,550g,0.0,0.0,0,1,0.044
093_trung-ga-tuoi_F_crop_0.jpg,brand,HAPPY EGG,MAPPI ECG,0.3333333333333333,1.0,3,0,0.044
093_trung-ga-tuoi_F_crop_1.jpg,name,TRỨNG GÀ TƯƠI,TRING GÀ TVQI,0.23076923076923078,0.6666666666666666,3,0,0.054
093_trung-ga-tuoi_F_crop_3.jpg,weight,366g,36695,0.5,1.0,2,0,0.042
094_trung-ga-tuoi_B_crop_1.jpg,name,TRỨNG GÀ TƯƠI,TRUNG CÀTvCI,0.38461538461538464,1.0,5,0,0.045
096_trung-vit-bac-thao_F_crop_3.jpg,weight,240g,24Og,0.25,1.0,1,0,0.042
097_trung-cut_F_crop_1.jpg,brand,PHƯƠNG NAM FARM,PhUonG ẵ Nax,0.5333333333333333,1.0,8,0,0.063
097_trung-cut_F_crop_3.jpg,weight,300g,3009,0.25,1.0,1,0,0.043
098_trung-vit-tuoi_F_crop_0.jpg,brand,PHƯƠNG NAM FARM,PHUdnG NAM Ễ,0.4,0.6666666666666666,6,0,0.057
098_trung-vit-tuoi_F_crop_2.jpg,weight,360g,3608,0.25,1.0,1,0,0.043
099_trung-vit-tuoi_B_crop_0.jpg,name,Trứng Vịt Tươi,22(28 Tft Tu@,0.7142857142857143,1.0,10,0,0.055
099_trung-vit-tuoi_B_crop_1.jpg,weight,360g,3602/,0.25,1.0,1,0,0.043
099_trung-vit-tuoi_B_crop_2.jpg,date,12 ngày (kể từ ngày đóng gói),12 ngày (kể từ ngày dóng gói),0.037037037037037035,0.14285714285714285,1,0,0.054
099_trung-vit-tuoi_B_crop_3.jpg,date,28-12-2024,"28 -12- 202,",0.375,3.0,3,0,0.045
100_tao-do-khong-hat_F_crop_0.jpg,name,TÁO ĐỎ KHÔNG HẠT,ũqẩHỒNG HAUTi,0.75,1.0,12,0,0.056
100_tao-do-khong-hat_F_crop_1.jpg,brand,VIETFRESH,Vietfresh,0.0,0.0,0,1,0.043
102_dau-phong_F_crop_0.jpg,brand,VIET THIEN,VIE THIEN,0.1,0.5,1,0,0.048
102_dau-phong_F_crop_1.jpg,name,ĐẬU PHỘNG,ĐẬU PHC NG,0.2222222222222222,1.0,2,0,0.044
103_pho-tai_F_crop_3.jpg,weight,50G,506,0.3333333333333333,1.0,1,0,0.041
104_hanh-phi_F_crop_0.jpg,name,HÀNH PHI,HÀNH PHI,0.0,0.0,0,1,0.044
107_nam-dong-co_F_crop_2.jpg,weight,50G,50G,0.0,0.0,0,1,0.042
108_hat-sen_F_crop_0.jpg,brand,ĐỨC DŨNG,"@ÚCDUNG""",0.5,1.0,4,0,0.043
108_hat-sen_F_crop_1.jpg,name,HẠT SEN,HAT SÊN,0.2857142857142857,1.0,2,0,0.042
108_hat-sen_F_crop_2.jpg,weight,100g,ig9,1.0,1.0,4,0,0.049
110_me-trang_F_crop_0.jpg,brand,ĐỨC DŨNG,ĐÚC DŨNG,0.125,0.5,1,0,0.043
110_me-trang_F_crop_1.jpg,name,MÈ TRẮNG,MỂIRẮNỌ,0.5,1.0,4,0,0.055
111_dau-xanh-khong-vo_F_crop_1.jpg,brand,TUẤN LINH,TUâNLM,0.5555555555555556,1.0,5,0,0.042
112_dau-den_F_crop_0.jpg,brand,VIETFRESH,VIETFRESH,0.0,0.0,0,1,0.049
112_dau-den_F_crop_1.jpg,name,Đậu Đen,@au IDen,0.5714285714285714,1.0,4,0,0.043
114_toi-phi_F_crop_3.jpg,weight,50 g,50 g,0.0,0.0,0,1,0.041
117_dau-nanh-say-gion_F_crop_0.jpg,name,Đậu Nành Sấy Giòn,Đậu Nành Sấỵ Giòn,0.058823529411764705,0.25,1,0,0.054
117_dau-nanh-say-gion_F_crop_2.jpg,brand,tili,tii,0.25,1.0,1,0,0.046
118_dau-nanh-say-gion_B_crop_0.jpg,name,Đậu Nành Sấy Giòn,Đậu Nành Sấy Giòn,0.0,0.0,0,1,0.045
118_dau-nanh-say-gion_B_crop_1.jpg,date,25/11/2024,25/11/2024,0.0,0.0,0,1,0.042
118_dau-nanh-say-gion_B_crop_2.jpg,date,25/11/2025,25/11/2025,0.0,0.0,0,1,0.043
118_dau-nanh-say-gion_B_crop_3.jpg,date,12 tháng kể từ NSX.,12 tháng kể từ NSX,0.05263157894736842,0.2,1,0,0.045
119_xoai-say-deo_F_crop_1.jpg,date,18/11/2024,18/11/2024,0.0,0.0,0,1,0.043
119_xoai-say-deo_F_crop_2.jpg,date,18/11/2025,18/11/2025,0.0,0.0,0,1,0.042
119_xoai-say-deo_F_crop_3.jpg,weight,200 g,200 g,0.0,0.0,0,1,0.042
119_xoai-say-deo_F_crop_4.jpg,brand,tili,tii,0.25,1.0,1,0,0.044
121_cha-bong-ga_B_crop_0.jpg,name,Chà Bông Gà,Chà Bông Gà,0.0,0.0,0,1,0.044
121_cha-bong-ga_B_crop_1.jpg,date,24 12 2024,24 12 2024,0.0,0.0,0,1,0.044
121_cha-bong-ga_B_crop_2.jpg,date,27 12 2024,27 12 2024,0.0,0.0,0,1,0.045
121_cha-bong-ga_B_crop_3.jpg,date,24 12 2025,24 12 2025,0.0,0.0,0,1,0.045
122_nescafe-ca-phe-den-da_F_crop_0.jpg,brand,NESCAFÉ,NGScAFE,0.2857142857142857,1.0,2,0,0.042
122_nescafe-ca-phe-den-da_F_crop_1.jpg,name,CÀ PHÊ ĐEN ĐÁ,CÀ PHÊ ĐEN ĐÁ,0.0,0.0,0,1,0.05
123_nescafe-ca-phe-den-da_B_crop_0.jpg,weight,240 g,2409,0.4,1.0,2,0,0.044
123_nescafe-ca-phe-den-da_B_crop_1.jpg,date,23.06.2025,,1.0,1.0,10,0,0.033
123_nescafe-ca-phe-den-da_B_crop_2.jpg,date,9 tháng trước hạn sử dụng,9 tháng trước hạn sử dụn,0.04,0.16666666666666666,1,0,0.053
124_hat-nem-aji-ngon_F_crop_0.jpg,brand,AJINOMOTO,@ajlnomoro,0.2222222222222222,1.0,2,0,0.043
125_hat-nem-aji-ngon_F_crop_0.jpg,name,Hạt nêm,Hatnen,0.5714285714285714,1.0,4,0,0.053
126_hat-nem-aji-ngon_F_crop_0.jpg,brand,AJINOMOTO,@JINOMOT@,0.2222222222222222,1.0,2,0,0.041
126_hat-nem-aji-ngon_F_crop_1.jpg,name,Hạt nêm,Hat nêm,0.14285714285714285,0.5,1,0,0.05
126_hat-nem-aji-ngon_F_crop_2.jpg,weight,200 g,2Oo FONG TINh @,2.0,1.5,10,0,0.059
128_xot-gia-vi-thit-nuong-ngu-vi_B_crop_1.jpg,name,Xốt Gia Vị Hoàn Chỉnh THỊT NƯỚNG NGŨ VỊ,Xốt Gia Vị Hoàn Chỉnh THỊT NUỚNG NGũ vỊ,0.02564102564102564,0.1111111111111111,1,0,0.064
130_xot-gia-vi-nuong-bbq_B_crop_2.jpg,date,31.10.24,10 24,0.5,2.0,4,0,0.047
130_xot-gia-vi-nuong-bbq_B_crop_3.jpg,date,30.01.26,01,0.75,1.0,6,0,0.039
131_xot-gia-vi-canh-chua_F_crop_2.jpg,weight,80 g,80 g,0.0,0.0,0,1,0.044
133_gia-vi-ca-kho_F_crop_3.jpg,weight,300g,3009,0.25,1.0,1,0,0.042
134_gia-vi-canh-chua_F_crop_0.jpg,brand,Knorr,ce 1838 Rnou,2.2,3.0,11,0,0.051
134_gia-vi-canh-chua_F_crop_1.jpg,name,Gia vị Hoàn Chính CANH CHUA,Giav #oànChA CANH CHUA,0.25925925925925924,0.6666666666666666,7,0,0.058
135_gia-vi-canh-chua_B_crop_0.jpg,date,140624,,1.0,1.0,6,0,0.032
135_gia-vi-canh-chua_B_crop_1.jpg,date,140625,,1.0,1.0,6,0,0.032
135_gia-vi-canh-chua_B_crop_2.jpg,weight,30 g,30g,0.25,1.0,1,0,0.042
136_gia-vi-ca-kho_F_crop_1.jpg,name,Gia vị Hoàn Chỉnh CÁ KHO,#oànt Chinh JSiayi CÁ KHO,0.6666666666666666,0.6666666666666666,16,0,0.078
137_gia-vi-ca-kho_B_crop_0.jpg,date,191124,1i9 1 3,0.6666666666666666,3.0,4,0,0.06
137_gia-vi-ca-kho_B_crop_1.jpg,date,190925,,1.0,1.0,6,0,0.033
139_gia-vi-thit-kho_B_crop_0.jpg,date,221124,,1.0,1.0,6,0,0.034
139_gia-vi-thit-kho_B_crop_1.jpg,date,221125,1 1,0.8333333333333334,2.0,5,0,0.055
139_gia-vi-thit-kho_B_crop_2.jpg,weight,28 g,28g,0.25,1.0,1,0,0.056
140_cot-pho-bo_F_crop_0.jpg,brand,ÔngChàVà,@iaw,1.0,1.0,8,0,0.06
140_cot-pho-bo_F_crop_1.jpg,name,Cốt Phở Bò,%oBo,0.9,1.0,9,0,0.063
140_cot-pho-bo_F_crop_2.jpg,weight,90 g,90 0,0.25,0.5,1,0,0.05
141_cot-pho-bo_B_crop_1.jpg,brand,Ông Chà Và,%ngchw,0.6,1.0,6,0,0.065
142_gia-vi-nem-lau-thai_F_crop_0.jpg,brand,AJINOMOTO,<uinomoid,0.4444444444444444,1.0,4,0,0.05
143_gia-vi-bo-kho_F_crop_1.jpg,weight,18G,18 6,0.6666666666666666,2.0,2,0,0.049
147_bot-ngu-vi-huong_F_crop_1.jpg,date,20/11/2024,2 Ằ,0.875,2.0,7,0,0.07
147_bot-ngu-vi-huong_F_crop_2.jpg,date,20/11/2026,5 Ằ,1.0,2.0,8,0,0.063
148_bot-ngu-vi-huong_F_crop_0.jpg,name,BỘT Ngũ vị hương,BỔT Do MGƯoi Tibu Duwg (hon Ngũvị hudng,1.6875,2.0,27,0,0.124
148_bot-ngu-vi-huong_F_crop_1.jpg,weight,10g,109,0.3333333333333333,1.0,1,0,0.049
149_bot-ngu-vi-huong_F_crop_1.jpg,brand,Thành Lộc Foods,Thàoh Lộc Foods,0.06666666666666667,0.3333333333333333,1,0,0.066
150_bot-ngu-vi-huong_B_crop_0.jpg,date,101124,101124,0.0,0.0,0,1,0.051
150_bot-ngu-vi-huong_B_crop_1.jpg,weight,20 g,20 g,0.0,0.0,0,1,0.048
150_bot-ngu-vi-huong_B_crop_2.jpg,weight,15g,115 8,1.0,2.0,3,0,0.051
151_bot-cary_F_crop_0.jpg,brand,Vianco,Vianco,0.0,0.0,0,1,0.051
151_bot-cary_F_crop_2.jpg,brand,CÀRY VIỆT ẤN,cARY VIỆT ÂN,0.16666666666666666,0.6666666666666666,2,0,0.054
152_bot-cary_B_crop_0.jpg,name,BỘT CÀRY,BỘT CARY,0.125,0.5,1,0,0.062
152_bot-cary_B_crop_1.jpg,date,15.10.2024,"ẵ 9 """,1.0,2.0,10,0,0.077
152_bot-cary_B_crop_2.jpg,date,15.10.2026,8 9 5,1.0,3.0,10,0,0.07
152_bot-cary_B_crop_3.jpg,weight,10g,nog,0.6666666666666666,1.0,2,0,0.054
153_bot-cary_F_crop_0.jpg,name,Cà ri Tương Dâu,@858 UuongUâu,0.6666666666666666,1.0,10,0,0.068
153_bot-cary_F_crop_1.jpg,weight,20 g,200@,0.5,1.0,2,0,0.049
155_bot-cary_F_crop_0.jpg,name,CAU Bột Cari,B@G @ari,0.5833333333333334,1.0,7,0,0.061
156_tieu-den-xay_F_crop_0.jpg,brand,Dh Foods,ĐỈ F0 0 d s,0.875,2.5,7,0,0.066
159_ot-bot_F_crop_1.jpg,name,Ớt Bột,Ớt Bột,0.0,0.0,0,1,0.052
161_tieu-den-xay_F_crop_0.jpg,brand,Vipep,Oipep,0.2,1.0,1,0,0.044
161_tieu-den-xay_F_crop_2.jpg,weight,50 g,50 g,0.0,0.0,0,1,0.043
163_ca-chua-co-dac_F_crop_0.jpg,name,Cà Chua Cô đặc,@ @u] @ dã@,0.7857142857142857,1.0,11,0,0.068
163_ca-chua-co-dac_F_crop_1.jpg,brand,Ông Chà Và,89 n@Oiavo,0.8,1.0,8,0,0.054
163_ca-chua-co-dac_F_crop_2.jpg,weight,210g,21g,0.25,1.0,1,0,0.043
165_nuoc-cot-dua-tuoi_F_crop_2.jpg,weight,400 ml,4oo mll,0.5,1.0,3,0,0.048
167_muoi-tom_F_crop_1.jpg,weight,90 g,190 9,0.5,1.0,2,0,0.051
169_muoi-tom_F_crop_1.jpg,date,07-11-2024,báo Khôs dung 202/ ạn ặc 2811 NSI en bao 1/0,4.875,11.0,39,0,0.112
169_muoi-tom_F_crop_2.jpg,weight,100g,100g,0.0,0.0,0,1,0.042
170_muoi-cham-hao-hao_F_crop_0.jpg,brand,ACECOOK,AceCOOK,0.0,0.0,0,1,0.046
170_muoi-cham-hao-hao_F_crop_2.jpg,weight,120 g,120 91,0.4,0.5,2,0,0.049
172_xot-salad-me-rang_F_crop_0.jpg,brand,GOLDEN FARM,GOLDE FARM,0.09090909090909091,0.5,1,0,0.049
172_xot-salad-me-rang_F_crop_1.jpg,name,Xốt Salad Mè Rang,Xôt Salad Mè Rang,0.058823529411764705,0.25,1,0,0.044
172_xot-salad-me-rang_F_crop_2.jpg,weight,250 ml,250ml,0.16666666666666666,1.0,1,0,0.042
